XHO020SN;X3SS5H32.DTA;L;false;84.2;-38.1;-41.94;-41.73;-65.31;-29.31;-21.13;-17.94;-18.86;-20.8;-13.2;-7.85;-4.72;-3.08;-2.7;-3.42;-4.74;-6.34;-9.05;-10.8;-6.71;-3.56;-1.85;-0.34;0.83;0.42;-3.05;-12.25;-6.15;-2.73;-1.97;0.86;3.64;4.11;1.78;-4.5;-13.67;-10.68;-11.8;-6.39;-2.19;-0.53;-0.45;-2.04;-6.39;-10.69;-6.75;-6.32;-10.29;-9.87;-6.01;-6.63;-14.25;-12.29;-5.33;-4.17;-6.75;-11.9;-9.33;-7.49;-10.57;-21.24;-9.34;-5.38;-5.09;-7.21;-10.32;-10.4;-8.55;-7.57;-8.09;-10.87;-18.28;-21.28;-15.78;-18.53;-21.94;-11.94;-9.37;-11.73;-18.38;-10.37;-6.93;-7.37;-10.83;-14.94;-15.76;-17.39;-17.42;-17.21;-21.37;-14.68;-9.23;-7.69;-9.35;-15.78;-22.39;-11.74;-8.11;-6.4;-5.53;-5.38;-6.32;-8.94;-14.38;-22.33;-18.37;-15.21;-12.25;-10.13;-10.31;-14.17;-31.26;-19.05;-16.67;-22.64;-19.65;-13.18;-11.46;-10.66;-8.33;-5.93;-4.58;-4.18;-4.42;-5.13;-6.44;-8.82;-13.33;-22.7;-21.27;-17.83;-19.64;-21.87;-18.06;-16.04;-16.27;-16.73;-14.9;-12.28;-10.68;-10.59;-12.42;-17.26;-32.67;-22.14;-17.54;-16.77;-17.81;-19.93;-22.69;-24.88;-23.41;-19.85;-16.94;-15.35;-15.27;-16.92;-20.9;-29.5;-29.32;-23.53;-22.65;-25.25;-29.22;-28.18;-30.53;-29.8;-21.01;-17.26;-16.01;-15.61;-15.04;-15;-16.71;-20.4;-20.48;-17.2;-15.9;-16.52;-18.48;-20.9;-23.58;-28.22;-26.49;-20.56;-17.86;-17.38;-18.5;-20.54;-22.39;-22.86;-22.18;-21.45;-21.26;-21.48;-21.03;-19.6;-18.54;-18.8;-20.25;-20.74;-18.97;-17.51;-17.71;-20.7;-33.54;-22.86;-16.23;-14.09;-14.69;-17.7;-18.46;-14.33;-11.89;-11.61;-13.49;-18.33;-32.07;-24.64;-19.59;-18.3;-18.68;-20.37;-23.37;-27.81;-31.98;-27.69;-23.81;-22.74;-24.2;-27.49;-28.19;-26.11;-25.08;-25.1;-25.53;-26.1;-27.27;-29.29;-29.85;-29.33;-32.9;-42.63;-27.16;-23.14;-23.09;-27.26;-33.12;-24.8;-21.71;-22.04;-25.76;-36.39;-33.57;-29.43;-30.79;-33.74
XHO020SN;X3SS5H34.DTA;R;false;84.2;-37.54;-44.01;-34.63;-36.85;-22.96;-18.14;-15.61;-10.82;-5.3;-2.77;-3.63;-9.14;-8.49;-2.11;-0.43;-1.92;-6.49;-16.74;-14.99;-9.68;-7.88;-7.96;-7.86;-5.28;-3.06;-2.33;-3.13;-6.03;-10.16;-6.29;-2.82;-1.71;-0.95;0.76;1.94;1.21;-2.31;-11.38;-19.43;-13.39;-17.27;-11.32;-8.2;-9.98;-17.47;-12.84;-8.43;-7.31;-8.07;-11.97;-23.91;-9.61;-4.67;-3.23;-4.1;-6.66;-9.15;-10.21;-12.11;-10.55;-5.63;-3.6;-5.17;-14.51;-10.28;-2.8;-0.84;-1.72;-5.18;-12.52;-23.37;-15.67;-15.84;-17.68;-11.94;-7.82;-6.23;-6.59;-9.05;-14.69;-15.66;-11.14;-10.68;-12.39;-11.38;-10.06;-12.72;-17.9;-9.89;-6.72;-7.13;-9.52;-9.39;-8.3;-10.66;-20.6;-12.12;-7.55;-7.66;-12.38;-17.87;-9.38;-6.32;-6.3;-9.15;-17.86;-19.32;-11.39;-9.95;-11.75;-16.9;-28.7;-25.95;-19.41;-16.62;-15.31;-13.1;-10.15;-8.51;-8.92;-12;-20.3;-21.32;-14.92;-13.73;-15.39;-20.62;-33.92;-20.74;-17.1;-17.68;-23.66;-22.88;-15.53;-13.3;-14.1;-18.1;-27.64;-22.43;-18.22;-17.67;-19.23;-21.93;-23.83;-23.49;-23.04;-25.46;-26.36;-19.4;-16.15;-16.15;-19.62;-30.39;-29.12;-23.83;-23.58;-24.78;-24.99;-22.93;-19.59;-16.75;-15.53;-16.8;-22.86;-22.5;-14.8;-12.3;-13.04;-17.92;-27.99;-16.91;-13.92;-14.55;-18.16;-23.51;-21.77;-19.24;-18.11;-17.12;-15.94;-15.23;-15.72;-17.93;-21.21;-20.96;-18.69;-18.26;-20.24;-25.73;-36.7;-26.85;-23.87;-23.53;-23.65;-23.85;-25;-25.56;-21.59;-18.09;-16.86;-17.28;-16.99;-14.69;-13.08;-13.71;-17.79;-26.27;-19.87;-18.43;-22.61;-17.4;-11.77;-9.78;-10.31;-12.98;-17.45;-21.73;-22.57;-21.46;-20.61;-20.63;-19.85;-16.81;-14.09;-13.44;-16.37;-32.91;-14.43;-9.23;-8.51;-12.46;-20.59;-9.27;-5.75;-5.61;-7.68;-11.48;-21.66;-14.51;-6.49;-4.03;-5.49;-14.32;-11.71;-4.7;-3.65;-4.63;-2.51;0.64;1.87;0.99;-2.29;-9.15;-11.77;-6.23;-4.01;-3.45
XHO020SN;X3SS5H36.DTA;R;false;84.2;-46.95;-42.22;-37.77;-37.11;-31.92;-32.46;-34.5;-19.85;-13.31;-8.63;-4.88;-2.3;-1.06;-1.1;-2.16;-3.79;-5.2;-5.71;-5.93;-6.93;-8.39;-8.43;-7.31;-6.25;-5.08;-4.17;-4.19;-4.91;-5.07;-4.38;-4.08;-4.8;-6.71;-10.66;-19.4;-14.67;-10.85;-12.76;-26.8;-13.99;-9.44;-9.14;-9.71;-8.93;-9.07;-12.37;-22.36;-18.12;-14.06;-14.71;-19.23;-40.57;-20.46;-15.4;-14.65;-17.76;-23.08;-15.52;-10.96;-8.51;-6.9;-5.77;-5.23;-5.49;-6.86;-10.13;-17.52;-23.82;-17.66;-16.8;-13.21;-9.95;-9.79;-13.74;-19.69;-13.01;-11.24;-13.57;-15.91;-13;-12.81;-18.16;-27.45;-18.2;-23.54;-16.73;-7.59;-3.97;-3.18;-4.83;-9.68;-18.78;-13.38;-11.29;-14.07;-28.14;-17.8;-12.49;-11.14;-11.32;-12.85;-16.03;-14.64;-10.46;-9.01;-10.41;-14.54;-15.98;-13.57;-14.2;-19.96;-30.16;-17.35;-14.36;-13.63;-13.3;-13.09;-13.75;-16.01;-20.96;-27.24;-18.37;-12.96;-10;-8.86;-9.59;-12.6;-18.81;-23.08;-21.11;-24.04;-28.62;-20.69;-17;-16.13;-17.61;-19.78;-17.26;-14.58;-14.3;-16.37;-20.88;-27.86;-25.5;-20.26;-18.14;-18.66;-22.02;-30.6;-31.96;-21.97;-17.09;-14.17;-12.54;-11.93;-12.33;-13.99;-17.46;-23.83;-28.65;-26.94;-35.27;-25.75;-17.65;-14.63;-14.66;-18.14;-27.32;-19.53;-15.38;-15.14;-18.2;-27.05;-32.37;-24.69;-24.54;-27.53;-34.82;-30.27;-23.38;-20.61;-19.83;-19.42;-18.84;-19.19;-21.54;-26.28;-32.59;-36.36;-25.33;-20.05;-18.53;-20.33;-26.78;-33.85;-28.18;-30.05;-32.7;-29.57;-32.69;-37.04;-25.27;-22.09;-22.91;-27.93;-27.25;-21.59;-19.74;-21.04;-26.97;-34.28;-23.97;-21.66;-23;-28.25;-41.27;-30.62;-26.35;-24.31;-22.96;-21.98;-21.43;-21.35;-21.64;-22.3;-23.52;-25.59;-28.8;-32.43;-32.35;-28.5;-25.03;-23;-22.42;-22.85;-23.07;-22.31;-21.64;-21.87;-22.4;-21.57;-20.02;-19.33;-19.83;-21.06;-22.1;-22.58;-23.03;-23.85;-25.01;-26.12;-26.58;-26.26;-26.02;-27.2;-31.72;-50.96
XHO020SN;X3SS5H35.DTA;R;false;84.5;-40.52;-44.02;-35.45;-29.9;-27.2;-25.46;-20.24;-13.69;-8.77;-6.24;-6.44;-10.49;-17.96;-10.91;-9.73;-12.65;-10.11;-6.31;-5.35;-5.8;-5.78;-5.82;-7.55;-11.82;-17.51;-15.15;-13.06;-14.37;-23.61;-16.9;-9.03;-6.27;-6.26;-8.66;-12.58;-13.49;-12.79;-12.87;-13.17;-14.85;-18.7;-14.58;-10.28;-9.16;-10.51;-13.9;-18.12;-18.76;-15.32;-12.14;-10.33;-9.86;-10.19;-10.36;-10.15;-10.51;-12.06;-14.87;-19.11;-23.87;-24.56;-24.37;-17.03;-11.86;-10.12;-11.44;-16.6;-30.07;-27.71;-31.55;-33.26;-23.3;-17.98;-15.76;-18.65;-22.25;-11.35;-7.52;-7.16;-9.25;-11.34;-10.8;-11.45;-16.19;-30.32;-17.57;-15.37;-15.92;-12.99;-9.79;-9.24;-11.99;-17.48;-13.54;-11.1;-12.83;-15.43;-10.76;-7.79;-7.52;-9.42;-13.44;-21.11;-21.27;-13.5;-10.29;-9.63;-11.09;-14.81;-21.2;-22.57;-19.54;-19.6;-22.07;-24.67;-26.95;-36.43;-31.3;-25.56;-24.84;-22.63;-19.37;-18.49;-21.04;-27.95;-22.1;-18.11;-18.14;-21.79;-27.87;-23.88;-19.86;-16.85;-14.95;-14.9;-17.06;-22;-34.53;-28.15;-20.51;-17.56;-17.03;-18.12;-20.04;-21.84;-21.33;-18.98;-17.69;-18.02;-19.52;-21.75;-26.15;-42.45;-27.04;-22.5;-22.08;-24.46;-29.48;-35.05;-32.21;-27.22;-24.01;-23.36;-23.7;-19.74;-15.77;-14.33;-15.79;-22.22;-30.54;-18.82;-16.53;-17.69;-21.95;-28.87;-27.46;-26.61;-33.36;-30.33;-21.67;-18.82;-18.74;-20.39;-22.24;-22.85;-23.43;-25.13;-27.64;-29.75;-30.65;-30.01;-28.14;-27.01;-28.17;-32.49;-29.7;-23.31;-19.9;-18.64;-19.17;-21.38;-25.11;-28.87;-29.58;-27.23;-24.37;-22.57;-21.81;-21.64;-22.22;-24.9;-33.97;-29.28;-23.28;-22.61;-26.41;-46.57;-29.68;-26.25;-27.14;-29.48;-29.54;-26.23;-22.85;-21.22;-21.81;-25.14;-31.39;-28.5;-24.67;-23.78;-25.01;-28.18;-30.56;-26.73;-23.74;-23.59;-27.38;-40.51;-27.8;-24.76;-27.26;-39.6;-26.84;-22.06;-20.9;-21.77;-23.99;-26.56;-26.81;-24.61;-22.54;-21.26;-21.04;-22.5;-27.24;-48.96
XHO020SN;X3SS5H31.DTA;L;false;84.2;-48.84;-55.59;-37.91;-34;-35.91;-33.24;-27.02;-21.2;-14.32;-9.26;-6.51;-5.94;-7.23;-8.54;-7.81;-8.15;-11.1;-7.65;-2.38;-0.01;0.01;-2.39;-8.46;-9.45;-2.01;1.77;3.27;2.63;-0.96;-9.78;-4.11;0.08;0.49;-1.24;-2.97;-2.36;-1.42;-1.68;-2.91;-3.62;-3.26;-3.65;-5.81;-9.17;-10.41;-6.96;-2.21;1.24;3.06;3.4;2.32;-0.06;-3.39;-6.57;-8.91;-11.09;-12.55;-11.9;-10.22;-9.36;-10.17;-12.7;-15.84;-18.65;-26.05;-24.56;-15.39;-11.93;-10.85;-11.55;-14.07;-18.84;-25.72;-32.86;-28.83;-20.17;-16.91;-17.45;-21.75;-17.87;-12.24;-9.81;-9.47;-10.51;-12.65;-15.76;-15.07;-12.07;-12.8;-22.62;-13.28;-7.2;-6.08;-8.67;-15.43;-13.99;-11.29;-12.65;-15.71;-16.79;-19.37;-26.36;-19.64;-16.85;-18.39;-23.56;-25.5;-23.06;-23.52;-26.48;-29.95;-28.24;-25.18;-23.38;-22.72;-23.52;-26.8;-34.24;-32.6;-28.72;-26.26;-22.66;-19.95;-18.92;-19.15;-19.71;-20.25;-21.72;-25.18;-28.33;-27.5;-29.8;-38.12;-27.49;-24.21;-25.55;-31.15;-28.76;-24.15;-22.34;-21.89;-22.37;-23.53;-23.56;-21.65;-20.48;-21.64;-25.47;-23.68;-19.09;-17.3;-17.59;-19.1;-21.07;-23.91;-29.03;-33.55;-33.62;-31.36;-24.33;-20.72;-19.97;-20.72;-19.96;-17.88;-16.99;-17.8;-20.22;-24.31;-31.58;-41.99;-30.2;-27.04;-26.52;-27.38;-29.93;-35.89;-31.96;-26.2;-24.13;-24.68;-27.71;-32.73;-33.04;-30.4;-28.16;-25.84;-24.42;-24.72;-27.29;-33.11;-42.3;-39.53;-35.53;-30.81;-28.23;-28.37;-31.19;-33.48;-30.73;-28.4;-26.81;-26.1;-27.69;-33.84;-32.15;-26.82;-26.42;-30.69;-51.27;-36.05;-36.36;-56.14;-33;-29.06;-28.73;-29.54;-30.06;-30.46;-28.72;-25.4;-23.52;-23.81;-26.81;-34.05;-32.57;-28.12;-28.13;-32.18;-35.16;-30.31;-29.45;-33.21;-47.18;-38.63;-38.52;-56.01;-34.5;-29.99;-29.51;-32.15;-38.82;-41.02;-36.36;-35.95;-36.91;-33.23;-29.03;-26.88;-26.75;-28.75;-33.39;-39.36;-37.23;-35.87;-36.81;-37.79
XHO021MS;X3SS5H38.DTA;L;false;84.5;-339.3;-41.72;-39.29;-33.72;-23.77;-21.39;-28.66;-19.07;-10.47;-7.43;-8.11;-12.53;-11.71;-7.82;-8.93;-17.16;-7.82;-3.12;-2.44;-3.16;-1.26;1.31;2.05;0.73;-2.7;-7.66;-9.5;-9.01;-9.91;-10.28;-8.27;-6.7;-7.11;-9.66;-12.94;-15.51;-20.59;-21.23;-17.25;-17.59;-15.32;-11.22;-10.42;-13.32;-21.44;-24.19;-22.84;-18.78;-12.16;-9.18;-8.52;-9.37;-11.76;-17.48;-26.34;-15.16;-11.61;-10.83;-11.9;-15.34;-23.95;-16.45;-11.53;-10.54;-10.57;-7.68;-4.39;-2.99;-3.8;-7.5;-18.14;-18.03;-12.95;-15.67;-15.89;-9.51;-7.31;-8.63;-14.83;-25.47;-12.82;-9.68;-8.71;-8.88;-10.53;-14.76;-24.3;-21.04;-16.72;-16.07;-16.81;-17.92;-19.16;-16.48;-11.62;-8.62;-7.66;-8.77;-12.64;-23.14;-21.64;-15.89;-14.86;-14.27;-12.35;-10.66;-10.29;-11.27;-13.15;-15.29;-14.9;-10.93;-8.29;-8.3;-11.81;-20.62;-14.47;-11.15;-11.81;-14.79;-17.22;-18.73;-23.9;-46.57;-27.6;-30.45;-26.22;-19.87;-19.05;-23.95;-27.26;-17.95;-14.72;-13.55;-12.96;-12.62;-12.98;-14.42;-17.27;-20.53;-19.03;-16.21;-15.36;-16.58;-20.08;-27.7;-28.81;-21.04;-17.8;-17.22;-19.68;-27.21;-22.02;-16.83;-15.47;-16.64;-20.17;-27.85;-34.7;-23.13;-20.02;-20.15;-23;-25.28;-21.48;-18.34;-16.67;-16.05;-16.31;-17.15;-17.96;-18.3;-18.63;-19.81;-22.55;-26.63;-24.57;-20.01;-17.41;-16.31;-16.37;-17.62;-20.54;-26.43;-27.48;-22.42;-21.49;-24.31;-27.88;-23.36;-21.61;-24.14;-35.19;-33.01;-31;-39.04;-22.35;-17.26;-15.68;-16.44;-18.9;-21.18;-22.01;-22.15;-20.5;-18.85;-19.37;-22.6;-23.3;-19.98;-19.27;-21.31;-23.2;-21.75;-21.75;-25.03;-30.32;-29.54;-30.91;-28.23;-21.6;-18.26;-17.14;-17.63;-19.14;-20.47;-20.84;-21.64;-24.49;-29.23;-27.19;-24.88;-26.62;-35.92;-31.18;-25.38;-24.51;-26.5;-29.37;-27.54;-24.36;-22.26;-21.07;-20.76;-21.35;-22.51;-23.62;-24.78;-26.62;-27.53;-26.64;-27.21;-29.17;-27.08;-24.91;-25.4;-26.6
XHO021MS;X3SS5H39.DTA;L;false;83.7;-49.45;-46.83;-38.8;-37.59;-36.1;-23.8;-20.29;-25.07;-22.88;-13.03;-10.57;-13.29;-31.41;-11.86;-7.46;-6.73;-7.89;-10.27;-15.42;-25.26;-9.26;-3.81;-1.59;-1.88;-5.15;-13.3;-12.07;-8.78;-10.8;-14.72;-11.43;-10.06;-10.39;-7.9;-5.41;-5.2;-7.15;-9.61;-10.74;-14.35;-21.89;-10.06;-5.97;-5.05;-6.06;-8.41;-11.55;-15.16;-18.74;-18.96;-16.76;-16.4;-19.66;-30.7;-21.47;-18.13;-19.74;-21.9;-17.1;-13.69;-12.15;-11.61;-12.22;-15.3;-23.45;-17.67;-13.2;-12.65;-14.24;-16.18;-16.42;-13.76;-11.12;-10.16;-10.17;-9.95;-10.21;-12.24;-14.91;-15.7;-19.71;-20.73;-11.64;-8.62;-8.56;-9.49;-9.29;-9.01;-10.02;-11.32;-11.3;-11.04;-10.55;-9.1;-8.12;-8.38;-8.9;-8.35;-7.65;-7.75;-8.54;-9.86;-12.17;-16.2;-22.22;-23.98;-19.69;-16.27;-13.83;-11.92;-10.68;-10.73;-12.81;-18.33;-36.07;-28.52;-42.03;-20.8;-13.32;-9.99;-8.86;-9.33;-11.11;-13.72;-15.35;-14.3;-12.45;-11.29;-11.38;-13.05;-15.82;-15.87;-13.86;-13.56;-15.63;-18.97;-18.58;-17.44;-18.62;-20.07;-19.9;-22.95;-32.94;-19.68;-17.3;-22.24;-24.37;-14.37;-12;-13.26;-15.54;-13.85;-12.69;-14.68;-20.77;-22.8;-19.63;-20.82;-26.06;-39.39;-28.42;-21.18;-18.16;-17.76;-19.03;-20.76;-23.1;-28.45;-29.03;-23.58;-22.03;-22.9;-24.73;-25.33;-24.15;-22.2;-20.35;-19.76;-21.57;-28.09;-34.29;-27.14;-29.61;-30.99;-22.89;-20.54;-21.96;-28.8;-32.08;-20.54;-16.36;-15.35;-17.42;-23.94;-24.67;-19.92;-19.75;-22.41;-25.12;-25.22;-25.78;-28.86;-31.57;-23.61;-18.83;-16.83;-16.97;-18.95;-21.43;-21.26;-20.49;-21.91;-26.32;-24.94;-19.65;-17.4;-17.9;-22.18;-32.62;-21;-17.14;-16.9;-19.63;-26.72;-35.85;-28.49;-27.76;-26.61;-24.9;-26.25;-30.87;-25.19;-21.48;-22.11;-29.12;-31.71;-22.89;-21.87;-25.85;-44.48;-26.97;-23.08;-22.38;-22.9;-23.67;-24.22;-24.91;-26.24;-26.05;-23.31;-21.73;-22.63;-27.14;-43.52;-28.73;-24.21;-23.1
XHO021MS;X3SS5H40.DTA;R;false;84.5;-57.28;-49.8;-41.54;-33.56;-29.12;-27.54;-27.83;-35.57;-20.49;-11.8;-7.5;-6.24;-8.01;-13.39;-14.3;-11.93;-17.11;-16.93;-6.44;-2.8;-1.99;-3;-3.58;-1.83;-0.78;-2.39;-7.76;-6.07;-1.52;-0.89;-3.08;-4.97;-3.8;-4.22;-8.12;-10.12;-6.05;-5.07;-7.22;-12.72;-20.59;-20.84;-22.82;-24.26;-20.92;-19.18;-19.4;-21.02;-16.28;-10.69;-7.72;-6.97;-8.39;-12.93;-32.19;-15.05;-9.48;-7.59;-7.89;-10.49;-16.81;-47.45;-22.23;-23.03;-31.53;-20.6;-16.12;-13.54;-10.93;-9.11;-8.97;-11.11;-16.94;-17.82;-11.03;-7.95;-6.86;-6.79;-7.01;-7.35;-8.23;-10.19;-14.12;-15;-9.24;-6.46;-6.79;-10.54;-18.62;-18.85;-20.94;-22.24;-13.91;-11.86;-10.05;-5.91;-3.1;-2.58;-4.52;-9.78;-23.59;-19.34;-18.47;-23.39;-17.23;-14.41;-16.35;-28.05;-19.91;-14.3;-14.1;-18.75;-25.71;-16.3;-13.74;-14.62;-17.67;-21.19;-26.31;-27.55;-19.07;-16.18;-16.74;-20.38;-22.17;-17.82;-15.61;-16.11;-20.25;-32.31;-21.18;-17.86;-19.29;-27.81;-26.37;-17.99;-14.8;-13.56;-13.85;-15.97;-20.78;-28.26;-28.27;-31.98;-27.23;-18.39;-14;-11.74;-11.07;-12.15;-15.99;-25.44;-18.44;-13.92;-13.2;-14.89;-17.51;-17.49;-16.01;-15.38;-15.7;-16.97;-19.72;-24.74;-26.05;-22.28;-21.94;-26.45;-44.33;-26.36;-24.65;-28.42;-26.21;-21.11;-19.82;-21.45;-25.98;-34.73;-44.84;-32.79;-27.2;-23.94;-22.18;-21.67;-22.4;-24.37;-25.84;-24.07;-22.31;-22.58;-25.47;-31.17;-31.38;-28.16;-25;-21.49;-19.52;-19.96;-24;-37.43;-26.46;-23.45;-25.89;-29.34;-23.42;-20.99;-22.36;-29.26;-32.44;-23.92;-21.45;-20.87;-21.02;-22.25;-25.39;-27.97;-25.56;-24.63;-26.81;-33.13;-50.56;-38.89;-33.25;-29.46;-27.86;-28.33;-30.56;-32.67;-29.3;-24.96;-22.85;-23.45;-27.17;-27.5;-23.2;-22.44;-26.09;-33.57;-25.51;-22.85;-23.77;-24.16;-20.97;-19;-19.51;-23.17;-34.31;-33.08;-28.28;-30.82;-43.64;-35.9;-32.7;-29.92;-25.06;-21.97;-20.99
XHO021MS;X3SS5H37.DTA;L;false;84.2;-33.7;-36.89;-39.1;-33.4;-30.89;-26.73;-22.73;-21.28;-19.81;-15.9;-13.08;-12.52;-13.13;-11.67;-9.63;-9.4;-10.44;-10.52;-10.52;-12.28;-10.01;-5.05;-2.35;-1.76;-3.16;-6.96;-15.12;-25.53;-15.03;-10.53;-7.55;-6.62;-7.81;-9.8;-9.43;-8.53;-9.67;-13.98;-25.77;-18.89;-14.07;-13.51;-15.57;-16.29;-13.41;-12.63;-16.24;-35.9;-15.25;-11.27;-11.11;-13.2;-15.53;-16.26;-17.3;-19.47;-20.68;-21.02;-23.83;-36.36;-26.83;-20.25;-18.13;-18.67;-21.43;-23.74;-19.84;-14.23;-10.05;-7.82;-7.73;-10.19;-16.08;-17.31;-12.63;-10.15;-8.41;-7.41;-7.51;-8.23;-8.27;-7.63;-7.54;-8.37;-9.67;-10.69;-11.3;-11.94;-12.52;-12.38;-11.52;-10.75;-10.62;-11.36;-13.26;-16.79;-22.05;-24.74;-22.15;-19.21;-17.26;-16.83;-17.8;-19.67;-21.7;-23;-22.58;-21.41;-21.02;-21.93;-24.46;-29.06;-31.1;-22.83;-16.95;-13.68;-12.65;-13.9;-18.14;-28.74;-26.78;-22.59;-22.75;-24.33;-25.52;-26.24;-28.73;-36.21;-26.26;-20.68;-18.9;-20.09;-24.86;-25.76;-20;-17.65;-17.84;-19.82;-21.51;-21.04;-21.22;-23.31;-25.16;-25.9;-32.23;-30.15;-21.14;-18.36;-18.28;-19.03;-19.38;-21.07;-26.36;-23.39;-18.29;-16.89;-17.95;-20.29;-22.5;-25.47;-28.69;-25.96;-25.01;-28.33;-29.86;-25.97;-26.69;-36.45;-30.86;-24.72;-23.19;-22.29;-21.28;-21.8;-24.53;-24.19;-20.36;-18.55;-18.61;-19.95;-22.3;-26.2;-34.12;-40.45;-28.7;-23.01;-19.75;-18.7;-19.92;-23.12;-24.27;-22.39;-22.05;-23.63;-27.13;-32.12;-29.66;-26.92;-27.76;-28.46;-25.04;-23.64;-26.25;-41.79;-27.08;-20.89;-18.28;-17.39;-17.98;-20.77;-28.65;-26;-19.41;-17.5;-18.53;-22.84;-33.23;-29.15;-26.94;-31.63;-30.25;-22.8;-19.78;-19.07;-20.08;-23.23;-31.43;-32.77;-25.58;-25.09;-30.39;-36.36;-25.33;-22.21;-21.82;-22.95;-25.1;-28.09;-31.57;-33.35;-31.74;-29.14;-27.09;-26.24;-27.29;-31.9;-37.67;-28.48;-25.07;-24.98;-27.91;-34.97;-36.08;-32.04;-32.35;-36.89;-61.62
XHO021MS;X3SS5H42.DTA;R;false;84;-45.8;-49.79;-44.61;-33.81;-28.84;-25.83;-18.97;-13.15;-10.87;-13.61;-23.73;-7.92;-3.78;-4.12;-10.32;-10.65;-2.62;-0.06;0.06;-1.15;-2.8;-4.31;-5.69;-7.62;-10.58;-11.63;-9.56;-7.66;-6.21;-6.13;-9.29;-24.86;-12.72;-8.76;-11.14;-27.13;-12.99;-8.54;-7.87;-9.03;-12.74;-24.82;-13.96;-9.94;-11.12;-18.34;-16.85;-11.27;-9.23;-8.09;-7.95;-9.58;-11.82;-10.86;-9.19;-8.35;-7.89;-8.64;-12.73;-32.11;-13.65;-9.82;-10.18;-13.04;-15.46;-15.62;-17.29;-21.95;-20.04;-12.49;-7.18;-3.81;-2.23;-2.59;-5.52;-12.97;-12.24;-7.53;-7.69;-12.07;-17.05;-13.52;-14.76;-20.32;-13.58;-10.2;-9.96;-11.01;-12.23;-11.79;-8.13;-5.27;-4.64;-6.44;-11.01;-15.84;-14.56;-14.57;-14.79;-11.83;-8.77;-6.73;-5.66;-5.85;-7.99;-14.04;-27.57;-13.06;-10.28;-10.58;-12.01;-12.87;-12.69;-11.51;-10.4;-10.85;-14.04;-23.63;-23.99;-16.72;-14.8;-14.31;-14.31;-14.99;-17.07;-20.83;-20.39;-16.46;-14.74;-15.23;-17.8;-21.84;-21.55;-18.54;-17.61;-19.06;-22.61;-26.78;-33.16;-25.94;-18.14;-14.83;-14.54;-17.62;-28.21;-21.55;-16.66;-16.76;-21.47;-25.32;-18.66;-17.41;-21.43;-31.68;-18.18;-14.06;-12.77;-12.85;-13.61;-14.73;-16.2;-18.14;-20.94;-25.78;-33.19;-25.35;-20.32;-17.83;-17;-18.09;-22.82;-32.2;-20.97;-17.92;-18.88;-23.8;-33.38;-29.15;-27.31;-27.98;-29.9;-27.86;-24.97;-27.29;-31.86;-20.6;-16.99;-17.71;-23.93;-23.37;-17.35;-16.61;-19.57;-22.19;-19.27;-18.75;-21.83;-24.69;-21.32;-19.96;-20.06;-18.69;-16.78;-16.36;-18.06;-22.74;-31.68;-26.32;-23.56;-24.69;-26.96;-25.09;-23.45;-24.43;-27.27;-27.69;-24.9;-22.05;-20.18;-20.2;-23.34;-36.58;-27.11;-21.15;-19.55;-20.01;-21.63;-23.45;-24.3;-24.19;-23.74;-22.91;-22.06;-22.03;-23.4;-26.23;-29.3;-30.5;-32.03;-37.04;-33.72;-26.09;-21.61;-19.01;-17.99;-18.7;-21.38;-24.33;-22.86;-21.92;-24.88;-35.08;-23.84;-18.84;-16.98;-16.54;-16.55
